ObjectID,Title,Description,Pressure,Multiple Pressures,Current Status,Priority,Objective,Proposed Management Action,Strategy,"Scale:  5=District, 4=catchment, 3=river, 2=coastal, 1=local",Resources,Data Requirements,Lead Organisation,Potential Partners,Capital Cost,In-Kind Contributions,Maintainance Required,Annual Cost,Funding Available,Completion Date,Challenges and Constraints,Easting,Northing,Image URL,Review Status,Review Progress,Review Cost,Review Description,Review Challenges,Last Reviewed,District,District ID,Action ID,GlobalID,Primary Funding Organisation,Costing Certainty,Funding Shortfall,x,y
2921,Pink salmon,"Following introductions into some Russian rivers in the 1960s, Pink Salmon (Oncorhynchus gorbuscha), a Pacific Salmon species, have slowly spread west and colonised some northern Norway Rivers. In 2017 unprecedented numbers were recorded in Scottish Rivers including two caught in the River Deveron. Pink salmon spawn in the summer and have a distinct 2 year breeding cycle meaning they are either of odd or even year populations. The Norwegian populations are odd year spawners and resulted in more pink salmon in 2019 and 2021. There is some recent evidence they could establish breeding populations in Scottish rivers but it is unclear how functional these populations will be. The risks they pose through competition and disease to wild Atlantic salmon is not fully understood but as an INNS, all anglers are asked to kill and report all Pink Salmon caught. Under the Wildlife and Countryside Act 1981, Pink salmon of the species Oncorhynchus gorbuscha are an

invasive non-native species. The 1981 Act makes it an offence to fish for and retain Pink salmon (i.e. have 2 one in your possession or under your control). However, if a pink salmon is caught accidentally whilst fishing for other species, although it is technically an offence, a defence of due diligence may be established if it can be shown that best practice was followed. Please see our advice below as to what should be done if a Pink

salmon is captured.",Invasive Non-native Species,,Ongoing,Medium,Stop the establishment of a breeding population of Pink salmon in the Deveron,N,Raise awareness of identifictaion among anglers and promote use of theFMS reporting app. If identified in the Deveron steps taken will be taken to remove and stop effective spawning. Any fish retained by anglers will be samled for tissue and scale samples before being frozen. Follow FMS advice. eDNA sampling. ,3,https://fms.scot/wp-content/uploads/2021/05/210519-INNS-Statement-Pink-salmon.pdf,Early reporting of prescence in river,DBIRT,"Deveron DSFB, FMS, MSS",0,0,No,0,Unfunded,Annual,Tools to remove pink salmon once identified in river,368824,862667,,,,,,,,Deveron,FD13,MA0456,31d5e2e6-4b2e-4789-929f-4e0a612f0bce,Unidentified,Fairly Confident,5000,-2.524022686,57.65290393
2922,Water quality monitoring,"To survive and flourish, fish stocks and especially salmonids require water relatively neutral in pH without excessive acidity, well oxygenated, without oxygen depletion from organic matter pollution (effluents) or from eutrophication impacts via nutrient enrichment. They should also have low exposure to emerging organic compounds (pesticides and pharmaceutical) and other new threats such as plastic fragments. A water monitoring project with the JHI detected 9 pesticides in the River Deveron in 2018-2020. Overall, the individual or total concentrations of monitored pesticide were within EU permitted concentration values. However, environmental risk assessments against published data on predicted no effect concentrations found medium to high risk to aquatic organisms posed by three chemicals (cypermethrin, chlorpyrifos and permethrin), which suggested the potential threat by these chemicals in the catchment.",Water Quality,,Ongoing,Medium,Monitor Deveron water quality,L,"Monitor water quality parameters that can be measured  by the DBIRT team (turbidity, conductivity, dissolved oxygen). Other parameters like  dissolved nutrients and sewage will need to be sampled and transported to a laboratory for anlysis while pesticides, pharmaceuticals and other orgnaic compounds can be annlysed under laboratory conditions but are expensive, time consuming and at the limit of the technology and a developing area of research. Assess potential for reinstating the Blackwater continous monitoring station further downstream as a continous measure of basic parameters.Install additional continous water monitoring kits. ",3,https://deveron.org/invisible-enemies-chemical-concerns/,Many water quality parameters need to be annalysed in the laboratory and are hard to measure at the low concentrations found in the river.,DBIRT,"Deveron DSFB, SEPA, Atlantic Salmon Trust, Chivas Brothers Ltd",0,0,Yes,0,Unfunded,Annual,Difficult to measure many contaminants even in laboratory conditions.,368804,862659,,,,,,,,Deveron,FD13,MA0457,29b99150-97ef-4504-8c3f-f81a7a460e80,Mix of Private & Public Funding,Fairly Confident,30000,-2.524356753,57.65283069
2923,Invertebrate life,"Aquatic invertebrates form the base of the aquatic food chain, providing food for salmonids and also require high quality clean water and are very sensitive, even to minor changes in water quality. As such they are great indicators of water quality and ecosystem health. A number of key river shingle invertebrate species, plus a British endemic stonefly the Northern February red (Brachyptera putata), occur in the Deveron catchment, all of which are listed as ‘Priority’ species in the UK Biodiversity Action Plan. A number of issues have been identified facing these species, such as acidification in headwaters, agricultural pollution, sedimentation, dredging of gravels, deepening of watercourses and water abstraction. It is clear many of these issues are relevant in the river Deveron catchment context. Although some information is available on these species, relatively little is known about their distribution and ecological needs. This information is essential if effective conservation management plans are to be put into operation. More comprehensive baseline surveys are required to assess their rarity and distribution.",Water Quality,,Ongoing,Medium,Monitor Deveron aquatic invertebrate popualtions,L,Use the SFCC / BugLife invertebrate assessment methodology to assess invertebrate populations throughout the catchment using DBIRT staff and trained volunteers and request data from SEPA.,3,,Invertebrate data,DBIRT,"Deveron DSFB, SFCC, Buglife, SEPA",0,0,Yes,0,Unfunded,Annual,Volunteers to conduct invertebrate surveys,368785,862647,,,,,,,,Deveron,FD13,MA0458,5f5c485f-3ef4-487f-b296-772ba551d125,Unidentified,Estimate,5050,-2.524673545,57.65272158
2924,Forestry acidification,"Acidification can result from coniferous tree plantations that collect and concentrate atmospheric pollutants which are then washed into the water course. The trees also actively remove calcium and magnesium which are natural buffering agents. Acidic conditions where the pH falls below 5.5 can increase the leaching of aluminium from soils and underlying geology which can be toxic to salmonids. Salmonid eggs are particularly vulnerable to acidic conditions as it can impede the function of the hatching enzyme. As juveniles get older they are more resilient to acidic conditions. Overall this is a declining threat since the reduction of acid sulphate emissions to the atmosphere during the 1990’s and the background, previously dominating rainfall acid inputs onto which land use effects were superimposed, have greatly declined.",Instream and Riparian Habitat,,Ongoing,Medium,Ensure commercial forestry within the catchment is managed in a way that is sympathetic to the freshwater environment.,H,Ensure all coniferous plantations have adequate buffer zones and adhere to Forestry Commission guidelines.,4,https://www.confor.org.uk/resources/forestry-water-scotland/,Forestry management plans,DBIRT,Deveron DSFB,0,0,Yes,0,Unfunded,Annual,Opportunities to input on forestry management plans,350924,831124,,,,,,,,Deveron,FD13,MA0459,f0fa2a47-d3e2-4955-b217-a6603873dabf,Unidentified,Estimate,600,-2.817564607,57.36799471
2925,Diffuse pollution,"Diffuse pollution is the release of potential pollutants from multiple sources that individually may not have an identifiable effect but cumulatively may have a significant effect on the water environment. Diffuse pollution often originates as run off from agricultural and forestry land. One of the best solutions for surface runoff is the maintenance or reinstatement of the riparian zone alongside the river. As well as providing a physical border to push agricultural practices (e.g. agrochemical application, cultivation from the water edge) the buffer strips are effective against sediment and sediment bound (pesticide, phosphorus) pollution transfers.",Water Quality,,Ongoing,Medium,Reduce diffuse pollution,G,Work with SEPA and landowners to identify the areas most at risk of diffuse pollution and ensure the maintenance and / or reinstatement of the buffer strips and other measures. Work with farmers to identify marginal land that could be removed from production and turned into enhanced 3D buffer strips.,4,https://www.legislation.gov.uk/ssi/2011/209/contents/made,Conduct foot and desk based survey to identify areas where riparian zone is missing or needs improved. Contact farmers to discuss potential for increasing buffer strips in areas identified. Discuss with SEPA to identify priority areas and potential levers for encouraging increased adoption of enhanced buffer strips. Work with JHI to create a tool box of measures that can be deployed to enhance and increase effectivness of buffer strips.,DBIRT,"Deveron DSFB, SEPA, AST, Chivas Brothers Ltd & JHI",0,0,No,0,Partially Funded,Within 5 Years,Identifying landowners who are willing to give up land to instate good functional buffer strips,368741,862623,,,,,,,,Deveron,FD13,MA0460,da769063-6484-42c1-a2fd-b47f60e1163d,Unidentified,Estimate,500000,-2.525407653,57.65250295
2926,Point source pollution,"Point source pollution is pollution from a single identifiable source. A range of specific activities and sites have the potential to contaminate and pollute specific parts of the catchment as well as the channel downstream. Point sources of pollution include but are not limited to sewage plants, fuel storage, distilleries and farms (e.g. silage clamps and slurry pits). Ultimately it is SEPA’s responsibility as the regulator to ensure that potential point sources of pollution have suitable preventative measures and procedures in place to prevent accidents.",Water Quality,,Ongoing,Medium,Reduce point source pollution,E,Work with SEPA to ensure strict regulation of potential sources of point source pollution. Monitor catchment for pollution sources and potential risk sites.,4,https://www.legislation.gov.uk/ssi/2011/209/contents/made,Potential sites of risk,DBIRT,"Deveron DSFB, SEPA",0,1684,No,0,Partially Funded,Annual,Finding out about issues in a timely manner to prevent pollution events,352307,831917,,,,,,,,Deveron,FD13,MA0461,70bfb090-a7ba-4594-ac61-d9c0eddf7281,DSFB + Fishery Trust,Very Confident,0,-2.79472739,57.37526463
2927,Long term water quality data sets,SEPA and Scottish Water have extensive water quality monitoring data and there will be patterns within this data that reveal historic and underlying water quality issues.,Water Quality,,Planned,Low,Annalyse historic datasets,D,Interrogate data set to identify any underlying patterns or clues of historic or ongoing pollution issues.,4,https://www.sepa.org.uk/data-visualisation/water-classification-hub/,SEPA &  SW water quality data set,DBIRT,"SEPA, SW, JHI, academic partner",0,0,Yes,0,Unfunded,Within 5 Years,Finding resources or personnel with skills to interrogate dat set thoroughly.,368693,862595,,,,,,,,Deveron,FD13,MA0462,9c491cc8-bb26-4a7b-adf6-5568a89b5efe,Unidentified,Fairly Confident,5000,-2.526208251,57.65224811
2928,Freshwater pearl mussel,Freshwater pearl mussels are critically endangered and as filter feeders are particularily sensitive to poor water quality. They have been defined as functionally extinct in the Deveron but there are recent local discoveries that suggest there might be remnant populations. It is important to determine if there are remnant populations and to investigate the feasibility of re-establishing a viable freshwater pearl mussel (Margaritifera margaritifera) population. Freshwater pearl mussels can filter up to 50 litres of water a day and as such a functioning population could significantly improve water quality and benefit salmonid populations.,Water Quality,,Planned,Low,Investigate the feasibility of re-establishing a viable freshwater pearl mussel (Margaritifera margaritifera) population.,D,Use eDNA to confirm prescence or absence of FW Pearl mussl in Deveron. Survey habitat to identify suitable habitat and sites and the potential for reintroduction or expansion.,3,https://www.nature.scot/plants-animals-and-fungi/invertebrates/freshwater-invertebrates/freshwater-pearl-mussel,eDNA from waters samples to confrim prescence or absence in dstinct sections of the Deveron catchment.,DBIRT,Nature Scot,0,0,No,0,Unfunded,More than 5 Years,Licensing limitations and lack of suitable habitat and water quality.,342389,836887,,,,,,,,Deveron,FD13,MA0463,3d761b9a-4f16-4ab0-ab08-75259fae2c13,Unidentified,Little Confidence,3500,-2.960800056,57.41875434
2929,Abstraction,"Water abstraction for distilleries, agricultural irrigation, trout farms/fisheries and human drinking water is common practice in the area and, cumulatively, has an impact on natural flow patterns of watercourses. During periods of low summer flows all the abstractions potentially reduce the quality of juvenile fish habitat and limit upstream migrating adults and downstream migrating juveniles.  Some abstraction points may also have insufficient screens to prevent smolts / parr passing through, which can cause mortalities, this is currently under investigation by the RDevDSFB.  The SEPA RBMP water classification online hub map tool highlights the King Edward Burn, The Turriff Burn and the Crooksmill as being Moderate for water flows and levels while the rest of the catchment is classified as High or Good.  The DBIRT commissioned a report in 2014 to investigate the Impacts of water abstraction on juvenile Atlantic salmon (Salmo salar) in the Deveron catchment which highlighted that natural droughts water abstraction contributed to an exceedance of low flow conditions with potential impacts for salmonid upstream migration. Consequently, the results pointed to further factors such as extreme climatic conditions and poor habitat quality, potentially caused by land use in the upper region of the Deveron catchment, which should be further investigated.",Water Quantity,,Planned,Low,To reduce licensed and unlincesed abstraction from the Deveron,L,Commission an audit of abstraction licences and registrations with SEPA to assess impact across the ctcahment. Use the outputs of the abstraction audit to lobby SEPA to reduce abstraction licences and deliver stricter regulation of existing licences.,4,https://www.sepa.org.uk/data-visualisation/water-environment-hub/,Abstraction licences and regsitrations with SEPA.,DBIRT,"SEPA, Deveron DSFB, Academic partner",0,0,No,0,Unfunded,Within 5 Years,Acess to licensing data,369404,858189,,,,,,,,Deveron,FD13,MA0464,754e813a-04fb-406f-8e35-d21c4069eac3,Unidentified,Estimate,2000,-2.513736439,57.61272181
2930,Increase water retention,"Some management of agricultural land, including improper cultivation, compaction and in some cases drainage, particularly on steep valley sides can result in increased runoff, increased peak flows and reduced lag flood times. This results in an increased risk of flash floods and severe erosion which can be directly damaging for juvenile salmonids and their habitat as well as contributing to siltation. The DBIRT is working with landowners and farmers to reinstate buffer strips that slow down runoff and trap silt.",Water Quantity,,Initiated,Medium,Increase land management measures to retain water on the land and reduce run off.,H,"Work with landowners to encourage and implement land management practices that increase the retention of water, Including peat restoration, enhanced 3D buffer strips and sensitive forestry planting.",4,https://www.farmingandwaterscotland.org/,,DBIRT,"Atlantic Salmon TrustDeveron DSFB, JHI, Naturescot..",0,0,Yes,0,Unfunded,Annual,Sources of funding to incentivise land use change..,368701,862597,,,,,,,,Deveron,FD13,MA0465,d86a4b0a-3626-49af-a339-9793658b04b0,Unidentified,Estimate,300000,-2.526074473,57.65226663
2931,Water temperature monitoring,"Salmonids need cool clean water to thrive but different stages of their life history have specific temperature tolerance thresholds. The incubation period for salmon and trout is 100 days at 5°C and 50 days at 10°C (otherwise described as 500 degree days). Although trout eggs can survive in temperatures of 0-13°C and salmon 0-16°C, the mortality and deformity increase rapidly in water temperatures above 12°C. Once at the Alevin stage they can survive temperatures up to 22°C. The ability for older trout and salmon to survive extreme temperatures depends upon the length of time they are exposed, the upper temperature and the acclimation period. The 1000-minute upper lethal temperature is 27°C for brown trout and 29.5°C for Atlantic salmon parr. The seven-day upper lethal temperature is 25°C for trout and 28°C for salmon parr. Although able to survive these high temperatures, in the long term they need cooler water to feed and grow. Brown trout can grow in water from 3.5-19.5°C with maximum growth at 13°C. Atlantic salmon can grow in water temperatures from 6-22.5°C with maximum growth at 15°C. At higher temperatures salmonids are more susceptible to pollutants and pathogens. 

Water temperature can also have more subtle impacts on life history and behaviour. Smolt age depends on growth which is partly dependent on the temperature regime. Indeed the timing of smolts reaching the sea can be critical for survival and is likely influenced by temperatures through the winter and spring. Returning adult salmon may be delayed in the estuary by river temperatures in excess of 16°C.  There will be virtually no migration at 20-23°C. Conversely their maximum swimming speed may be limited by low temperatures which limit their ability to navigate upstream obstacles when the temperature is below 5oC.",Water Temperature,,Initiated,Medium,Monitor water temperature fluctuations over the year throughout the actchment,L,Use continous temperature sensors to monitor water temperature at strategic locations throughout the catchment,3,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/291742/scho1008boue-e-e.pdf,Data on water temperature throughout the catchment,DBIRT,"Deveron DSFB, Chivas Brothers Ltd",0,0,Yes,0,Unfunded,Within 5 Years,Funding,368630,862554,,,,,,,,Deveron,FD13,MA0466,7145446b-ac7b-4549-ad73-b067b6b4ac73,Mix of Private & Public Funding,Fairly Confident,20000,-2.527258466,57.65187545
2932,Water temperature risk,"Salmonids need cold clean water to thrive but different stages of their life history have specific temperature tolerance thresholds. The incubation period for salmon and trout is 100 days at 5°C and 50 days at 10°C (otherwise described as 500 degree days). Although trout eggs can survive in temperatures of 0-13°C and salmon 0-16°C, the mortality and deformity increase rapidly in water temperatures above 12°C. Once at the Alevin stage they can survive temperatures up to 22°C. The ability for older trout and salmon to survive extreme temperatures depends upon the length of time they are exposed, the upper temperature and the acclimation period. The 1000-minute upper lethal temperature is 27°C for brown trout and 29.5°C for Atlantic salmon parr. The seven-day upper lethal temperature is 25°C for trout and 28°C for salmon parr. Although able to survive these high temperatures, in the long term they need cooler water to feed and grow. Brown trout can grow in water from 3.5-19.5°C with maximum growth at 13°C. Atlantic salmon can grow in water temperatures from 6-22.5°C with maximum growth at 15°C. At higher temperatures salmonids are more susceptible to pollutants and pathogens. 

Water temperature can also have more subtle impacts on life history and behaviour. Smolt age depends on growth which is partly dependent on the temperature regime. Indeed the timing of smolts reaching the sea can be critical for survival and is likely influenced by temperatures through the winter and spring. Returning adult salmon may be delayed in the estuary by river temperatures in excess of 16°C.  There will be virtually no migration at 20-23°C. Conversely their maximum swimming speed may be limited by low temperatures which limit their ability to navigate upstream obstacles when the temperature is below 5oC. During the summer of 2018, 2022 & 2023, the River Deveron main stem was routinely rising above 20°C on a daily basis. With global warming predicted to result in more hot dry summers, this is a likely indication of what the future may hold for the River Deveron.",Water Temperature,,Initiated,Medium,Assess areas of catchment most at risk from rising water temperatures,L,Combine data from continous water temperature sensors with the MD Scotland River Temperature Monitoring Network outputs to assess the parts of the catchment most at risk and in need of mitigation.,4,https://www.gov.scot/publications/scotland-river-temperature-monitoring-network-srtmn/,SRTMN river temperature data,DBIRT,"Deveron DSFB, MD",0,1800,Yes,0,Partially Funded,Within 5 Years,Funding,338308,827168,,,,,,,,Deveron,FD13,MA0467,68ec3bf0-b8e8-4522-ad9a-d34d2c886de0,Unidentified,N/A,0,-3.026292108,57.33092761
2933,Riparian shading,"Native deciduous trees in the riparian zone provide shading and help to regulate temperature increases from direct sunlight during summer months. Historically, apart from the very upper reaches, the entire Deveron catchment would have been populated by a mixture of native deciduous trees but these have been lost over time as man’s use of the landscape has intensified. The upper catchment has been cleared for grazing and the presence of livestock and deer in particular prevents the natural regeneration of native trees. Where buffer strips have been fenced off and livestock excluded, trees will return naturally but a programme of planting would greatly increase the pace of reforestation.",Water Temperature,,Initiated,Medium,Increase riparian planting in the catchment,G,Identify where trees are most needed then work with landowners and funders to develop riparian deciduous tree planting projects to provide shade and minimise river warming.,3,https://webarchive.nrscotland.gov.uk/3000/https://www.gov.scot/Resource/0053/00537002.pdf,Data on areas of catchment most at risk from warming,DBIRT,"Deveron DSFB, AST",0,0,Yes,0,Funding Secured,Within 5 Years,Funding,368426,862563,,,,,,,,Deveron,FD13,MA0468,5da26824-7add-49c7-9d33-7fbf7b4185b7,Private Finance,Very Confident,60000,-2.530677599,57.651942
2934,Warm water outfalls,"There are six distilleries within the main Deveron catchment and all of them use the Deveron or its tributaries for cooling water. Under the Water Framework Directive (WFD) SEPA impose limits on how much the cooling water discharge is allowed to increase the ambient temperature of the receiving waterway. In the summer of 2018 during a prolonged hot dry spell, routine monitoring by the DBIRT revealed that cumulatively the three distilleries in Keith were increasing the temperature of the River Isla by 6°C.",Water Temperature,,Initiated,Medium,Ensure cooling water discharges do not individually or cumulatively raise water temperatures above acceptible levels,E,Monitor water temperatures below cooling discharges especially where multiple discharges are in close vicinity,1,https://www.sepa.org.uk/media/149827/wat_sg_85.pdf,Water temperatures,DBIRT,"Deveron DSFB, SEPA",0,0,No,0,Unfunded,Annual,"Resources to collect data frequently, precisely and accurately",342725,851193,,,,,,,,Deveron,FD13,MA0469,45d4e2c1-8747-476f-b40a-5ee97f945979,Private Finance,Fairly Confident,20000,-2.958566762,57.54728562
2935,King Edward BurnRestoration,"A functioning river system will naturally have a diverse range of habitats that are all crucial for supporting a healthy functioning ecosystem and in particular to supporting salmon and trout populations. Salmonids require a diverse range of habitats from gravel for spawning, to juvenile habitats with cobble and deep pools and cover for returning adults. If any one part of required habitats is missing it can result in a bottleneck and ultimately limit the production and / or carrying capacity of salmonids. The SEPA RBMP water classification online hub map tool shows that significant portions of the Deveron catchment have been classified as Poor or Bad for Physical Condition including the King Edward Burn that was once an important lower cacthment pawning tributary. A walkover survey in 2021 idenified the main pressures in the catchment and potential restoration solutions. Consultation with landowners along the King Edward Burn was initiated in 2022 to discuss potential retoration actions as identified in the report.",Instream and Riparian Habitat,,Initiated,High,Implement a restoration project to restore instream habitat diversity in the King Edward Burn.,F,Employ a restoration Project Officer to liase with landowners and  deliver riparian and instream habitat improvements as outlined in the survey report. Identify agri-environment and forestry grants to fund works and where not possible identify other sources of funding.,1,,Hydromorphology surveys,DBIRT,"Deveron DSFB, AST",6600,2000,Yes,0,Partially Funded,Within 5 Years,Funding and landowner support,370275,857931,,,,,,,,Deveron,FD13,MA0470,87fe0a65-0314-4c93-9c65-2d7bbff005f2,Mix of Private & Public Funding,Little Confidence,35000,-2.499126984,57.6104628
2936,Turriff Burn Restoration,"A functioning river system will naturally have a diverse range of habitats that are all crucial for supporting a healthy functioning ecosystem and in particular to supporting salmon and trout populations. Salmonids require a diverse range of habitats from gravel for spawning, to juvenile habitats with cobble and deep pools and cover for returning adults. If any one part of required habitats is missing it can result in a bottleneck and ultimately limit the production and / or carrying capacity of salmonids. The SEPA RBMP water classification online hub map tool shows that significant portions of the Deveron catchment have been classified as Poor or Bad for Physical Condition including the Turriff and Monquhitter Burns that are  important lower catchment spawning tributaries. There is some good habitat through Turriff but upstream suffers from historical straightening, sedimentation and loss of habitat diversity.",Instream and Riparian Habitat,Water quality,Initiated,Medium,Implement a restoration project to restore instream habitat diversity in the Turriff Burn.,F,Employ a restoration Project Officer to liase with landowners and  deliver riparian and instream habitat improvements as outlined in the survey report. Identify agri-environment and forestry grants to fund works and where not possible identify other sources of funding.,1,,Walkover survey and hydromophology report for some ainstream restoration,DBIRT,"Deveron DSFB, AST,",0,4000,Yes,0,Partially Funded,More than 5 Years,Funding and landowner support,373584,848353,,,,,,,,Deveron,FD13,MA0471,a502734d-15f3-404a-ada1-05402e1b54ed,Mix of Private & Public Funding,Little Confidence,25000,-2.442702797,57.52463663
2937,Isla and Crooksmill Restoration,"A functioning river system will naturally have a diverse range of habitats that are all crucial for supporting a healthy functioning ecosystem and in particular to supporting salmon and trout populations. Salmonids require a diverse range of habitats from gravel for spawning, to juvenile habitats with cobble and deep pools and cover for returning adults. If any one part of required habitats is missing it can result in a bottleneck and ultimately limit the production and / or carrying capacity of salmonids. The SEPA RBMP water classification online hub map tool shows that significant portions of the Deveron catchment have been classified as Poor or Bad for Physical Condition including the Isla system that is one of the most important Deveron tributaries. There is some good habitat on the Isla especially upstream of Keith but it suffers badly from diffuse pollution, dredging under the Isla Catchment Licence and historic modifications that have left large sections uniform, compacted and lacking habitat diversity. The Crooksmill Burn is especially badly impacted but surveys by CBEC have highlighted how when left alone burns can begin to recover and function normally even within the existing channel and land use constraints.",Instream and Riparian Habitat,,Planned,High,Implement a restoration project to restore instream habitat diversity in the Isla and Crooksmill.,F,Employ a restoration Project Officer to liase with landowners and  deliver riparian and instream habitat improvements as outlined in the survey report. Identify agri-environment and forestry grants to fund works and where not possible identify other sources of funding.,1,,Walkover survey for Isla,DBIRT,"Deveron DSFB, AST, SEPA, CBEC, Moray Council",26000,0,Yes,0,Partially Funded,Within 5 Years,Funding and landowner support,342700,851576,,,,,,,,Deveron,FD13,MA0472,42de71b3-843b-4115-a7ba-7b7f1d02bcd9,Mix of Private & Public Funding,Little Confidence,60000,-2.959074769,57.55072231
2938,Forgue restoration,"A functioning river system will naturally have a diverse range of habitats that are all crucial for supporting a healthy functioning ecosystem and in particular to supporting salmon and trout populations. Salmonids require a diverse range of habitats from gravel for spawning, to juvenile habitats with cobble and deep pools and cover for returning adults. If any one part of required habitats is missing it can result in a bottleneck and ultimately limit the production and / or carrying capacity of salmonids. The SEPA RBMP water classification online hub map tool shows that significant portions of the Deveron catchment have been classified as Poor or Bad for Physical Condition including the Forgue system that is an important middle Deveron tributary. The Forgue is a productive system but suffers from diffuse pollution and agricultural landuse pressures having been historically straightened and modified.",Instream and Riparian Habitat,,Planned,Low,Implement a restoration project to restore instream habitat diversity in the Forgue.,F,Employ a restoration Project Officer to liase with landowners and  deliver riparian and instream habitat improvements as outlined in the survey report. Identify agri-environment and forestry grants to fund works and where not possible identify other sources of funding.,1,,Walkoversurvey of Forgue,DBIRT,"Deveron DSFB, AST",0,0,Yes,0,Partially Funded,Within 5 Years,Funding and landowner support,362362,846630,,,,,,,,Deveron,FD13,MA0473,613c2036-5d96-46a0-8961-cae84806eff4,Mix of Private & Public Funding,Little Confidence,25000,-2.629799531,57.50836433
2939,In river works,"Various activities can directly damage and remove instream habitat including dredging, canalisation and bank modifications. Some are unauthorised and some  are allowed under SEPA guidance described in the SEPA Water Environment Controlled Activities Scotland Regulations 2011. A catchment Licence has been issued by SEPA for the Isla downstream of Keith that permits a consortium of farmers to undertake a wide range of bank and instream dredging on an annual basis.",Instream and Riparian Habitat,,Ongoing,High,Stop unregulated river works and minimise impacts from regulated works.,E,Monitor the catchment through patrols for unregulated in river works and report any suspicious activity to SEPA. Engage with SEPA over the scope of the Isla Catchment Licence and and the lack of apparent regulation of the works and timings. Respond to consultations on in-river works to ensure works and mitigation are appropiate with minimal risk and impact on the in river habitat.,4,https://www.sepa.org.uk/media/34761/car_a_practical_guide.pdf,Information on unregulated in river works.,DBIRT,"Deveron DSFB, SEPA,",0,1248,No,0,Partially Funded,Annual,The lack of enforcement by SEPA,344259,852207,,,,,,,,Deveron,FD13,MA0474,f22ac39c-1fb7-46cf-b28b-7457af012b25,Other,N/A,0,-2.933173942,57.5565847
2940,Riparian habitat,"The loss of natural riparian vegetation and woodland is a characteristic of many upper river catchments in the Moray Firth region. This was largely caused by the clearance of native woodland for grazing in the 19th century and has been maintained by grazing pressure by deer and sheep. Watercourses within the fisheries district that are devoid of livestock fencing have problems with areas of bank collapse, which has in turn increased in stream silt loading, resulting in riverine habitat becoming degraded. Both the Isla and Bogie rivers have soft, alluvial soil banks which are prone to chronic collapse where stock fencing is absent. The Bogie is a naturally meandering river which, along with increasing incidence of spates, exacerbates the erosion problem. Previous restoration has been facilitated by the DBIRT identifying problem areas and collaborating with farmers to include these areas in their funding applications. The DBIRT have also carried out bank revetment work on the Aultmore burn (Isla) using the log & Christmas tree technique to protect a 100 metre length of river bank from further erosion. Similar work was undertaken on the River Bogie on a 30 metre stretch. The DBIRT successfully applied to the Heritage Lottery Fund to install ‘Willow spilling’ on the Isla and Bogie rivers during 2007 to halt two areas of chronic bank collapse. Hard standing cattle watering’s were also installed where stock had caused bank collapse. Other catchments that could benefit from riparian fencing and planting have been identified. These include the River Isla (WTT Report 2014), the Crooksmill Burn (CBEC Report 2014) and the King Edward Burn.",Instream and Riparian Habitat,,Ongoing,High,Improve the riparian zone along aside the Deveron and its tributaries,G,Work with SEPA to identify areas that lack adequate or good quality riparian zone and work with landowners to increase the size and quality of the riparian zone.,4,,Survey of riparian habitat throughout catchment.,DBIRT,"Deveron DSFB, SEPA, Landowners",0,600,Yes,0,Partially Funded,More than 5 Years,Landowner particpation and funding,349884,825813,,,,,,,,Deveron,FD13,MA0475,eab51068-a05a-4d31-b3c6-07ebc25ef2e7,Other,N/A,0,-2.833771811,57.32017808
2941,Barriers to migration,"Barriers in the river to fish migration can be caused by road culverts, weirs, bridge aprons or excessive natural large woody debris accumulations. Not only can they stop or delay adults in returning to their spawning streams but they can stop or delay downstream migrating juveniles and smolts and lead to pinch points where they are more vulnerable to predation. Some barriers although passable under the right conditions can become temperature barriers when water temperature limits the physical ability of the salmon to navigate the barrier.  In the Deveron fisheries district, nearly all man made barriers have been removed or eased in the last 15 years. All man made obstructions to migratory fish tend to be historical that were installed before existing regulations.  Any new developments will need to include provision for fish passage under WFD Rules and should consult with the RDevDSFB/DBIRT in their design. Each year there are episodic occurrences of fallen trees which can restrict fish access. If these are identified as total obstructions, they are removed by the DBIRT.",Obstacles to Fish Passage,,Ongoing,Medium,Maintain fish passage throughout the catchment.,B,Monitor existing potential barriers to ensure fish passage remains clear and ease passage where necessary. Ensure no new barriers are created and salmonids can access all parts of the catchment.,4,,Monitor condition and stutus of known potential barriers and fish passes.,DBIRT,"Deveron DSFB, SEPA",0,900,Yes,0,Partially Funded,Annual,Early identification of potential barriers,368228,862748,,,,,,,,Deveron,FD13,MA0476,13c30b5a-ecdb-475b-b64d-57b92481d4e3,Other,N/A,35000,-2.534019435,57.65358972
