ObjectID,Proposed Management Action,Strategy,Scale,Resources,Data Requirements,Lead Organisation,Potential Partners,Capital Cost,In-Kind Contributions,Maintainance Required,Annual Cost,Funding Available,Completion Date,District,Costing Certainty,Funding Shortfall,Funding_Status_TRUE,Shortfall_Captial,Shortfall_In-Kind,Shortfall_Annual,Conditioned_Total_Costings,Combined_Costings,Choosing the Costing Variable,Filtered_Costings_Data
2990,B,"Complete up-to-date coastal burns river habitat survey to Identify priority areas for action. As part of habitat survey, complete up-to-date fish barrier assessments on all structures to identify potential barriers.                                                                                                                                                                                                  Continued patrols by fisheries staff to identify woody debris blockages. Monitoring and possible removal.",4,Habitat Surveys                                                             Electrofishing Surveys,Habitat Surveys                                                             Electrofishing Surveys,NDSFB,Landowners                                                                                                                                                  Farmers                                                                                                                                                                        Local community groups                                                                                                                                             SEPA                                                                                                                                                                              Highland Council                                                                                                                                                     Forestry and Land Scotland,0,0,Yes,2000,Unfunded,Within 5 Years,Ness,Estimate,2000,Unfunded,No,No,Yes,,2000,2000,2000
2991,B,"Complete up-to-date coastal burns river habitat survey to Identify priority areas for action. As part of habitat survey, complete up-to-date fish barrier assessments on all structures to identify potential barriers.                                                                                                                                                                                                  Continued patrols by fisheries staff to identify woody debris blockages. Monitoring and possible removal.",4,Habitat Surveys                                                             Electrofishing Surveys,Habitat Surveys                                                             Electrofishing Surveys,NDSFB,Landowners                                                                                                                                                  Farmers                                                                                                                                                                        Local community groups                                                                                                                                             SEPA                                                                                                                                                                              Highland Council                                                                                                                                                     Forestry and Land Scotland,0,0,Yes,2000,Unfunded,Within 5 Years,Ness,Little Confidence,2000,Unfunded,No,No,Yes,,2000,2000,2000
2995,H,"Work with SEPA to identify any potential sources of diffuse pollution and assess the potential individual and combined impacts.                                                                                                                                                                      Where appropriate, put measures in place to address the sources (e.g., provision of riparian buffer strips).",3,Habitat Surveys                                                             Electrofishing Surveys,Habitat Surveys                                                             Electrofishing Surveys,NDSFB,SEPA                                                                                                                                                                           Scottish Water                                                                                                                                                Landowners,0,0,Yes,2000,Unfunded,Within 5 Years,Ness,Estimate,2000,Unfunded,No,No,Yes,,2000,2000,2000
2996,H,"Work with SEPA to identify any potential sources of diffuse population and assess the potential individual and combined impacts.                                                                                                                                                                      Where appropriate, put measures in place to address the sources (e.g., provision of riparian buffer strips).",3,Habitat Surveys                                                             Electrofishing Surveys,Habitat Surveys                                                             Electrofishing Surveys,NDSFB,SEPA                                                                                                                                                                           Scottish Water                                                                                                                                                Landowners,0,0,Yes,2000,Unfunded,Within 5 Years,Ness,Estimate,2000,Unfunded,No,No,Yes,,2000,2000,2000
2997,S,Work with SEPA and Scottish Water to agree sustainable flows in the Holm Burn. Ensure that flows are suitable to support a resilient juvenile salmon population in the Lower Holm Burn.,3,Habitat Surveys                                                             Electrofishing Surveys                                                     Hydrology study,Habitat Surveys                                                             Electrofishing Surveys,NDSFB,SEPA                                                                                                                                                                           Scottish Water                                                                                                                                                Landowners,0,0,Yes,2000,Unfunded,Within 5 Years,Ness,Estimate,2000,Unfunded,No,No,Yes,,2000,2000,2000
3008,H,"Work with SEPA to identify any potential sources of diffuse population and assess the potential individual and combined impacts.                                                                                                                                                                      Where appropriate, put measures in place to address the sources (e.g., provision of riparian buffer strips).",3,Habitat Surveys                                                             Electrofishing Surveys,Habitat Surveys                                                             Electrofishing Surveys,NDSFB,SEPA                                                                                                                                                                           Scottish Water                                                                                                                                                Landowners,0,0,Yes,2000,Unfunded,Within 5 Years,Ness,Estimate,2000,Unfunded,No,No,Yes,,2000,2000,2000
3009,H,"Work with SEPA to identify any potential sources of diffuse population and assess the potential individual and combined impacts.                                                                                                                                                                      Where appropriate, put measures in place to address the sources (e.g., provision of riparian buffer strips).",3,Habitat Surveys                                                             Electrofishing Surveys,Habitat Surveys                                                             Electrofishing Surveys,NDSFB,SEPA                                                                                                                                                                           Scottish Water                                                                                                                                                Landowners,0,0,Yes,2000,Unfunded,Within 5 Years,Ness,Estimate,2000,Unfunded,No,No,Yes,,2000,2000,2000
3012,Q,Consult with Scotland River Temperature Monitoring Network (SRTMN) data to predict river temperature and sensitivity to climate change. Establish where maximum river temperatures are likely to occur and so which parts of the river are likely to be the most heavily impacted. This will allow targeted planting/regeneration of riparian woodland. Utilise existing Forest Management Plan consultation processes and receptive landowners to restore riparian woodland.,3,Scotland River Temperature Monitoring Network (SRTMN)                                                                          Forest Management Plan,Scotland River Temperature Monitoring Network (SRTMN)                                                                          Forest Management Plan,NDSFB,Marine Scotland                                                                                                                                                                                               NatureScot                                                                                                                                                                                Forest and Land Scotland                                                                                                                                                                                                                                  Landowners.,0,0,Yes,2000,Unfunded,More than 5 Years,Ness,Estimate,2000,Unfunded,No,No,Yes,,2000,2000,2000
3019,F,"Educational campaign to encourage riparian owners to comply with the CAR regulations, together with continued patrols by fisheries staff.",4,,,,SEPA                                                                                 GULUP.,0,0,No,2000,Unfunded,More than 5 Years,Ness,Estimate,2000,Unfunded,No,No,Yes,,2000,2000,2000
7687,G,Stratigic removal of trees or branches of confier plantations consult with landowner.,1,,,Ayrshire Rivers Trust,"Landowners, DSFB",2000,0,Yes,,Unfunded,Within 5 Years,Girvan,Very Confident,2000,Unfunded,Yes,No,No,,2000,2000,2000
7690,B,Investigate the barrier and restore fish passage if possible.,1,,,Ayrshire Rivers Trust,"Landowners, DSFB, SEPA",2000,0,No,,Unfunded,Within 2 Years,Girvan,Very Confident,2000,Unfunded,Yes,No,No,,2000,2000,2000
7221,L,"Electrofishing surveys, habitat surveysand barrier assessments etc.",5,,,Ayrshire Rivers Trust,DSFB,,,Yes,8500,Funding Secured,Annual,Ayr,Very Confident,2000,Funded,No,No,No,10500,8500,10500,10500
7503,J,Carry out bird counts to assess numbers and management options.,5,,,DSFB,Ayrshire Rivers Trust,1000,,Yes,,Funding Secured,Within 1 Year,Stinchar,Fairly Confident,2000,Funded,No,No,No,3000,1000,3000,3000
2316,N,N/A,1,https://www.speyfisheryboard.com/spey-pupils-catch-salmon/,,SFB,,200,1500,Yes,500,Unfunded,Annual,Spey,Very Confident,1700,Unfunded,No,No,No,3900,2200,3900,3900
2068,N,"Ascertain land ownership, secure funding and commence works",1,,Land ownership information,Local DSFB,"SSE, FLS",0,0,Yes,1600,Unfunded,Within 3 Years,Cromarty,Little Confidence,1600,Unfunded,No,No,Yes,,1600,1600,1600
2317,N,1) Raise public awareness of the importance of scale sampling 2) Collect adult salmon and seatrout scales from anglers 3) Examine scales to determine age demographic of current population 4) Comapre with historical record,5,https://fms.scot/wp-content/uploads/2022/02/Adult_Sampling_SFCC-1.pdf,,SFB,,500,1000,No,0,Unfunded,Annual,Spey,Little Confidence,1500,Unfunded,No,No,No,3000,1500,3000,3000
2336,K,1) Resume the FWPM steering group with the CNPA 2) Survey the catchment for potential FWPM source poulations 3) Determine spatting time of FWPM on the Spey 4) Locate suitable habitat to restore FWPM 5) Start an encystment program on the Spey,5,"https://www.nature.scot/plants-animals-and-fungi/invertebrates/freshwater-invertebrates/freshwater-pearl-mussel#:~:text=The%20decline%20of%20Scottish%20pearl%20mussels%20was%20first,%28when%20the%20mussel%20was%20granted%20full%20legal%20protection%29.",,SFB,,0,1500,Yes,0,Partially Funded,Within 1 Year,Spey,Estimate,1500,Funded,No,Yes,No,,1500,1500,1500
2371,N,"Provide opportunities, in conjunction with the local ranger service, for schools to get out and into the rivers",5,,,WSFT,HC Ranger Service; JMT,0,0,No,2000,Partially Funded,,West Sutherland,Fairly Confident,1500,Funded,No,No,No,3500,2000,3500,3500
2412,L,Review status of wild salmon within WRFT area every 2 years following SFCC and NEPS protocols,4,WRFT Fish survey reports for previous years on WRFT website,,WRFT,estates,0,0,,1500,Partially Funded,Within 1 Year,Wester Ross,,1500,Funded,No,No,Yes,,1500,1500,1500
2451,L,Monitor sea trout populations around Loch Gairloch to compate with aquacuture lice counts in sea areas to south,4,,,WRFT,"estates, fish farm companies",0,0,,1500,Unfunded,Within 1 Year,Wester Ross,Estimate,1500,Unfunded,No,No,Yes,,1500,1500,1500
2460,L,Work with local estates and local community to gauge interest and volunteer support.,3,,,WRFT & local estate ,Gairloch estate,0,0,,1500,Unfunded,Within 2 Years,Wester Ross,Estimate,1500,Unfunded,No,No,Yes,,1500,1500,1500
2469,L,Review status of wild salmon within WRFT area every 2 years following SFCC and NEPS protocols and issues affecting production of juvenile salmon. May inform Loch Torridon EMP.,4,WRFT Fish survey reports for previous years on WRFT website,,WRFT,"estates, Loch Torridon EMP",0,0,,2000,Partially Funded,Within 1 Year,Wester Ross,Estimate,1500,Funded,No,No,No,3500,2000,3500,3500
2474,L,Review status of wild salmon within WRFT area every 2 years following SFCC and NEPS protocols. . May inform Loch Torridon EMP.,4,WRFT Fish survey reports for previous years on WRFT website,,WRFT,"Applecross Trust, Loch Torridon EMP, MSS",0,0,,1500,Unfunded,Within 1 Year,Wester Ross,Estimate,1500,Unfunded,No,No,Yes,,1500,1500,1500
2475,L,Review status of wild salmon within WRFT area every 2 years following SFCC and NEPS protocols. . May inform Loch Torridon EMP.,4,WRFT Fish survey reports for previous years on WRFT website,,WRFT,"Applecross Trust, Loch Torridon EMP, MSS",0,0,,1500,Partially Funded,Within 1 Year,Wester Ross,Estimate,1500,Funded,No,No,Yes,,1500,1500,1500
7388,B,Visit site and perform visual and/or SNIFFER assessment.,1,,SNIFFER assessment?,North Ayrshire Council ,"North Ayrshire Council roads department, SEPA, Ayrshire Rivers Trust",,,Yes,,Unfunded,More than 5 Years,Irvine and Garnock,Very Confident,1500,Unfunded,No,No,No,1500,0,1500,1500
2914,J,Attempt to minimise piscivorous bird predation through smolt shepherding and scaring piscivorous birds using the shoot as an aid to scare licence secured via the Moray Firth Sawbill Management Group from Nature Scot. To secure this licence bird counts need to be conducted in March and April but the Deveron DSFB has extended these counts to also inlcude the Autumn and winter months when there are are aslo significant numbers of piscivorous birds in the catchment.,3,,Piscivorous bird counts throughout winter months,DBIRT,"Deveron DSFB, MF Sawbill Management Group",0,3037,No,1158,Funding Secured,Annual,Deveron,Very Confident,1500,Funded,No,No,No,5695,4195,5695,5695
2360,D,Collaboration with Loch Duart Ltd to promote data sharing and positive management decisions through the AMA,2,https://www.gov.scot/publications/summary-of-information-relating-to-impacts-of-salmon-lice-from-fish-farms-on-wild-scottish-sea-trout-and-salmon/; post smolt netting reports https://wsft.org.uk/index.php/publications; https://data.marine.gov.scot/sites/default/files//Scottish%20Marine%20and%20Freshwater%20Science%20%28SMFS%29%20Vol%2012%20No%2012%20-%20A%20national%20assessment%20of%20the%20influence%20of%20farmed%20salmon%20escapes%20on%20the%20genetic%20integrity%20of%20wild%20Scottish%20Atlantic%20salmon%20populations.pdf,weekly sea lice data; sea lice data from wild fish; escape information; disease status,WSFT,Loch Duart Ltd; Reay Forest Estate; Scourie Estate; Rhiconich Estate,0,0,Yes,7650,,,West Sutherland,Fairly Confident,1400,Unfunded,No,No,No,9050,7650,9050,9050
2359,D,Collaboration with Scottish Sea Farms to promote data sharing and positive management decisions through the AMA,2,https://www.gov.scot/publications/summary-of-information-relating-to-impacts-of-salmon-lice-from-fish-farms-on-wild-scottish-sea-trout-and-salmon/; post smolt netting reports https://wsft.org.uk/index.php/publications; https://data.marine.gov.scot/sites/default/files//Scottish%20Marine%20and%20Freshwater%20Science%20%28SMFS%29%20Vol%2012%20No%2012%20-%20A%20national%20assessment%20of%20the%20influence%20of%20farmed%20salmon%20escapes%20on%20the%20genetic%20integrity%20of%20wild%20Scottish%20Atlantic%20salmon%20populations.pdf,weekly sea lice data; sea lice data from wild fish; escape information; disease status,WSFT,Scottish Sea Farms; Wildland Ltd,0,0,Yes,5000,,,West Sutherland,Fairly Confident,1250,Unfunded,No,No,No,6250,5000,6250,6250
2185,L,Suitable surveys are required to assess the number and species of birds present within the river system at key times of years.  Knowing the numbers of birds will allow an assessment to be made regarding the scale of any impact.,3,,Bird counts required.,FDSFB,,0,0,No,600,Funding Secured,Within 2 Years,Fleet (Kircudbright),Fairly Confident,1200,Funded,No,No,No,1800,600,1800,1800
7178,B,Addition of a further baffle section is required and timber baulks to be added to the side walls. Cutting a notch in the crest of the weir towards the left bank will improve salmon migtation. ART will work with the esate to complete this.,1,,,Ayrshire Rivers Trust,"Landowners, SEPA and DSFB",6500,,Yes,1200,Partially Funded,Within 1 Year,Ayr,Very Confident,1200,Funded,No,No,Yes,,7700,7700,7700
2427,B,Agree plan with SEPA and Highland Council Roads engineer,1,,,WRFT & The Highland Council,"SEPA, Nature Scot ",1000,0,,200,Unfunded,Within 1 Year,Wester Ross,Estimate,1200,Unfunded,No,No,No,2400,1200,2400,2400
7175,O,Continuation of targeted Giant Hogweed control to support extensive River Ayr strategy,1,,,Scottish Government,"ART, River Ayr DSFB",,,,7000,Partially Funded,More than 5 Years,Ayr,Very Confident,1000,Funded,No,No,No,8000,7000,8000,8000
7177,B,"Stair Weir , ART, SEPA and the owner of the structure are in discussion and expect timber baulks will be added to improve fish passage in early 2023.",1,,,Ayrshire Rivers Trust,"Landowners, SEPA and DSFB",5000,,Yes,1000,Partially Funded,Within 1 Year,Ayr,Very Confident,1000,Funded,No,No,Yes,,6000,6000,6000
2299,L,1) Raise public awareness of RSD 2) Establish a pipeline to allow members of the public to inform the board of RSD 3) Investigate if other salmonids aside from Atlantic salmon can contract RSD 4) Pass on information of RSD events to marine scotland,5,https://missingsalmonalliance.org/news/red-skin-disease-in-wild-atlantic-salmon-a-severity-field-guide,EA's field guide to the severity of RSD,SFB,,0,1000,No,0,Unfunded,Annual,Spey,Fairly Confident,1000,Unfunded,No,Yes,No,,1000,1000,1000
2303,P,1) Investigate the amount of by-catch produced by the commercial squid fishery in the Moray Firth 2) Determine if legislative or campaiging action is required to mitigate the impacts of the bycatch,2,,Bycatch quantity and species of the commercial squid fishing fleet around Spey Bay,SFB,,0,1000,No,0,Unfunded,Within 1 Year,Spey,Fairly Confident,1000,Unfunded,No,Yes,No,,1000,1000,1000
2311,C,1) Monitor progress announced on the windfarm 2) Investigate the potential impacts on the Spey 3) Enter discussions to enact mitigation actions if required,2,https://www.caledoniaoffshorewind.com/,,SFB,,0,1000,No,0,Unfunded,N/A,Spey,Estimate,1000,Unfunded,No,Yes,No,,1000,1000,1000
2325,F,1) Record the temperature regime inside and outside of the LWS area 2) Conduct redd counts throughout the LWS area 3) Conduct electrofishing surveys inside and outside of the LWS area 4) Produce a report summarizing the results,1,https://www.riverspey.org/wp-content/uploads/2022/07/Glenshero-LWS-cbec-Report_DRAFT_21.07.22.pdf,,SCI,,0,1500,Yes,0,Partially Funded,Within 3 Years,Spey,Fairly Confident,1000,Funded,No,No,No,2500,1500,2500,2500
2326,F,1) Record the temperature regime inside and outside of the LWS area 2) Conduct redd counts throughout the LWS area 3) Conduct electrofishing surveys inside and outside of the LWS area 4) Produce a report summarizing the results,3,https://www.speycatchment.org/projects/,,SCI,,0,1500,Yes,0,Partially Funded,Within 3 Years,Spey,Fairly Confident,1000,Funded,No,No,No,2500,1500,2500,2500
2393,L,Review status of wild salmon within WRFT area every 2 years following SFCC and NEPS protocols,4,WRFT Fish survey reports for previous years on WRFT website,,WRFT,estates,0,0,,2000,Partially Funded,Within 1 Year,Wester Ross,Fairly Confident,1000,Funded,No,No,No,3000,2000,3000,3000
2395,N,Support marine ecosystem recovery in partnership with others,2,Report on fish and seabed surveys and monitoring related issues,,Several including WRFT,various,0,2000,,1000,Unfunded,Annual,Wester Ross,Estimate,1000,Unfunded,No,No,Yes,,3000,3000,3000
2396,L,Work with local anglers and volunteers,2,,,WRFT,various,0,0,,1000,Unfunded,Within 1 Year,Wester Ross,Estimate,1000,Unfunded,No,No,Yes,,1000,1000,1000
2397,L,Sea trout habitat assessment,4,,,WRFT,,0,0,,1000,Unfunded,Within 2 Years,Wester Ross,Little Confidence,1000,Unfunded,No,No,Yes,,1000,1000,1000
2398,F,Address source of Rhidorroh river erosion problems as well as symptoms,3,WRFT Ullapool River Fisheries Management Plan,,WRFT,Angus Davidson Ltd; local estates,0,0,Yes,1000,Funding Secured,Within 1 Year,Wester Ross,Estimate,1000,Funded,No,No,Yes,,1000,1000,1000
2401,L,Review status of wild salmon within WRFT area every 2 years following SFCC and NEPS protocols,4,WRFT Fish survey reports for previous years on WRFT website,,WRFT,estates,0,0,,1000,Unfunded,Within 1 Year,Wester Ross,Estimate,1000,Unfunded,No,No,Yes,,1000,1000,1000
2402,L,Review status of wild salmon within WRFT area every 2 years following SFCC and NEPS protocols,4,WRFT Fish survey reports for previous years on WRFT website,,WRFT,estates,0,0,,1000,Unfunded,Within 1 Year,Wester Ross,Estimate,1000,Unfunded,No,No,Yes,,1000,1000,1000
2406,L,Review status of wild salmon within WRFT area every 2 years following SFCC and NEPS protocols,4,WRFT Fish survey reports for previous years on WRFT website,,WRFT,estates,0,0,,1000,Unfunded,Within 1 Year,Wester Ross,Estimate,1000,Unfunded,No,No,Yes,,1000,1000,1000
2408,L,Review status of wild salmon within WRFT area every 2 years following SFCC and NEPS protocols,4,WRFT Fish survey reports for previous years on WRFT website,,WRFT,estates,0,0,,1000,Unfunded,Within 2 Years,Wester Ross,Estimate,1000,Unfunded,No,No,Yes,,1000,1000,1000
2409,L,"Work with estate, fish farm and volunteers",2,,,WRFT,estates,0,0,,2000,Partially Funded,Annual,Wester Ross,Estimate,1000,Funded,No,No,No,3000,2000,3000,3000
2431,L,Review status of wild salmon within WRFT area every 2 years following SFCC and NEPS protocols,4,WRFT Fish survey reports for previous years on WRFT website,,WRFT,estates,0,0,,1000,Partially Funded,Within 2 Years,Wester Ross,Estimate,1000,Funded,No,No,Yes,,1000,1000,1000
2436,L,Review status of wild salmon within the Tournaig system every year following SFCC and NEPS protocols to compare juvenile salmon occurrence with upstream downstream trap info,4,Tournaig project report for previous years,,WRFT,"Tournaig Garden Cottage Nursery, NTS, Tournaig estate",0,0,,1500,Partially Funded,Annual,Wester Ross,Estimate,1000,Funded,No,No,No,2500,1500,2500,2500
2437,L,Review status of wild salmon within WRFT area every 2 years following SFCC and NEPS protocols,4,WRFT Fish survey reports for previous years on WRFT website,,WRFT,estates,0,0,,1000,Partially Funded,Within 1 Year,Wester Ross,Estimate,1000,Funded,No,No,Yes,,1000,1000,1000
2438,L,Review status of wild salmon within WRFT area every 2 years following SFCC and NEPS protocols,4,WRFT Fish survey reports for previous years on WRFT website,,WRFT,estates,0,0,,1000,Partially Funded,Within 1 Year,Wester Ross,Estimate,1000,Funded,No,No,Yes,,1000,1000,1000
2439,L,Review status of wild salmon within WRFT area every 2 years following SFCC and NEPS protocols,4,WRFT Fish survey reports for previous years on WRFT website,,WRFT,estates,0,0,,1000,Partially Funded,Within 1 Year,Wester Ross,Estimate,1000,Funded,No,No,Yes,,1000,1000,1000
2440,L,Review status of wild salmon within WRFT area every 2 years following SFCC and NEPS protocols,4,WRFT Fish survey reports for previous years on WRFT website,,WRFT,estates,0,0,,1000,Partially Funded,Within 1 Year,Wester Ross,Estimate,1000,Funded,No,No,Yes,,1000,1000,1000
2448,L,Review status of wild salmon within WRFT area every 2 years following SFCC and NEPS protocols,4,WRFT Fish survey reports for previous years on WRFT website,,WRFT,estates,0,500,,1000,Partially Funded,Within 1 Year,Wester Ross,Estimate,1000,Funded,No,No,Yes,,1500,1500,1500
2449,L,Monitor sea trout populations areound Loch Ewe especially following the closure of the Isle of Ewe salmon farm,4,,,WRFT,estates,0,500,,1000,Unfunded,Within 1 Year,Wester Ross,Estimate,1000,Unfunded,No,No,Yes,,1500,1500,1500
2453,L,Review status of wild salmon within WRFT area every 2 years following SFCC and NEPS protocols,4,WRFT Fish survey reports for previous years on WRFT website,,WRFT,"estates, Nature Scot",0,0,,1000,Partially Funded,Within 1 Year,Wester Ross,Estimate,1000,Funded,No,No,Yes,,1000,1000,1000
2461,L,Work with local estates and local community to gauge interest and volunteer support.,3,,,WRFT,Gairloch estate,0,0,,1000,Unfunded,Within 2 Years,Wester Ross,Estimate,1000,Unfunded,No,No,Yes,,1000,1000,1000
2463,L,Work with local estates and local community to gauge interest and volunteer support.,3,,,WRFT,"local residents, estate",0,0,,1000,Unfunded,Within 2 Years,Wester Ross,Estimate,1000,Unfunded,No,No,Yes,,1000,1000,1000
2465,L,Review status of wild salmon within WRFT area every 2 years following SFCC and NEPS protocols. May inform Loch Torridon EMP.,4,WRFT Fish survey reports for previous years on WRFT website,,WRFT,"estates, Loch Torridon EMP",0,0,,1000,Unfunded,Within 1 Year,Wester Ross,Estimate,1000,Unfunded,No,No,Yes,,1000,1000,1000
2468,L,keep in touch with salmon farms to learn of health issues and visit farms where that is appropriate and possible,4,,,WRFT / WRASFB,fish farm companies,0,0,,1000,,Annual,Wester Ross,Estimate,1000,Unfunded,No,No,Yes,,1000,1000,1000
2470,N,support UHI Rivers and Lochs Institute with studies of Arctic charr,4,,,UHI R&LI,"WRFT, Nature Scot, local fisheries managers. Marine Scotland Science",0,0,,1000,,Within 2 Years,Wester Ross,Estimate,1000,Unfunded,No,No,Yes,,1000,1000,1000
2471,N,could be a student project,4,,,UHI R&LI or other academic institution,"WRFT, Nature Scot, local fisheries managers, Marine Scotland Science",0,0,,1000,,Within 2 Years,Wester Ross,Estimate,1000,Unfunded,No,No,Yes,,1000,1000,1000
2473,L,"Learn about distribution and extent of juvenile trout habitat around Loch Torridon in partnership with landowners, local angling club, and other enthusiasts",4,,,WRFT,estates,0,0,,1000,Unfunded,Within 1 Year,Wester Ross,Estimate,1000,Unfunded,No,No,Yes,,1000,1000,1000
7392,B,Lariner Fish Pass installed 2018,1,,,Ayrshire Rivers Trust,"SEPA, Landowner",,,Yes,1000,Funding Secured,,Irvine and Garnock,Very Confident,1000,Funded,No,No,Yes,,1000,1000,1000
3139,I,Continue as present,5,,Environmental Impact Assessments (EIAs),NDSFB,,0,2000,No,2000,Partially Funded,Annual,Northern,Estimate,1000,Funded,No,No,No,5000,4000,5000,5000
3184,M,Deevelop education and awareness programs for schools community groups etc ,5,,,DSFB,"FNLRT, SISI, FMS, AST, IFM, Angling Association",0,0,Yes,0,Unfunded,N/A,Nairn,Little Confidence,1000,Unfunded,No,No,No,1000,0,1000,1000
3190,G,Scrutinise and comment on all land developments where there may be a potential conflict with rivers and fish populations.,5,,Review planning developments on Local Council websites. ,FNLRT,"Local DSFB, Landowners, FLS, NaureScot, Councils, Scot Gov, Local communities, Individual Residents",0,0,No,4000,Partially Funded,N/A,Findhorn,N/A,1000,Funded,No,No,No,5000,4000,5000,5000
7505,E,Secure volunteer baliffs and train to IFM standards,5,,,DSFB,Ayrshire Rivers Trust,,,Yes,,Funding Secured,Annual,Stinchar,Fairly Confident,1000,Funded,No,No,No,1000,0,1000,1000
7744,B,Remove timber blockages.,4,,Knowledge of known blockages,Ayshire Rivers Trust,"DFSB, angling clubs and landowners",1000,0,Yes,1000,Funding Secured,Annual,Stinchar,Very Confident,1000,Funded,Yes,No,Yes,,2000,2000,2000
3075,O,Take immediate action if Pink Salmon are present to detroy their Redds and remove adult fish using any available and legal method.,5,,,OHFT,WIDSFB,0,0,Yes,0,Unfunded,More than 5 Years,Western Isles,Very Confident,920,Unfunded,No,No,No,920,0,920,920
2061,B,Electrofish upstream of the weir to determine whether salmon are present,1,,Fish densities and presence of salmon and sea trout,,CFDSB,825,0,No,0,Unfunded,Within 4 Years,Cromarty,Estimate,825,Unfunded,Yes,No,No,,825,825,825
2313,N,N/A,1,,,SFB,UCL,0,700,Yes,0,Unfunded,Annual,Spey,Fairly Confident,700,Unfunded,No,Yes,No,,700,700,700
3194,M,Continue to implement biosecurity plan,4,,Distribution and abundance of INNs plants and animals. Information on other biosecurity threats and how to manage them,FNLRT,"Scottish Invasive Species Initiative (SISI), Local DSFB, FNLRT, Landowners, SEPA, NaureScot, Councils, General Public",0,0,Yes,700,Funding Secured,N/A,Findhorn,Estimate,700,Funded,No,No,Yes,,700,700,700
2924,H,Ensure all coniferous plantations have adequate buffer zones and adhere to Forestry Commission guidelines.,4,https://www.confor.org.uk/resources/forestry-water-scotland/,Forestry management plans,DBIRT,Deveron DSFB,0,0,Yes,0,Unfunded,Annual,Deveron,Estimate,600,Unfunded,No,No,No,600,0,600,600
2949,L,Provide sampling kits to volunteer anglers and ghillies to collect scales from adult salmon caught by rod & line.,3,"https://fms.scot/projects/national-adult-sampling-project/#:~:text=The%20project%20supported%20Fisheries%20Management,and%20the%20end%20of%20September.",,DBIRT,"Deveron DSFB, MSS",0,0,No,0,Partially Funded,Annual,Deveron,N/A,600,Funded,No,No,No,600,0,600,600
3142,L,Continue to monitor through EF programme and invertebrate sampling,1,Smart Rivers Invertebrate Sampling project; NEPS; individual river electrofishing programmes,"Smart Rivers Invertebrate Sampling results, local EF programme results, NEPS",NDSFB,"Smart Rivers, MSS (NEPS)",5000,5000,Yes,10000,Partially Funded,Annual,Northern,Very Confident,550,Funded,No,No,No,20550,20000,20550,20550
2312,A,N/A,3,https://www.riverspey.org/blog/speyside-highschool-pupils-are-hooked-on-angling-and-rural-skills/,,SFB,SAA,0,1000,Yes,0,Partially Funded,Annual,Spey,Fairly Confident,500,Funded,No,No,No,1500,1000,1500,1500
2322,J,1) To obtain licences to control sawbill ducks for multiple individuals throughout the catchment 2) To control Sawbill duck counts within the limit of the licence granted 3) To participate in any piscivourous birds studies when requested,5,,Population estimates of Sawbill Ducks on the Spey,SFB,,0,500,Yes,0,Unfunded,Annual,Spey,Very Confident,500,Unfunded,No,Yes,No,,500,500,500
2330,F,1) Conduct electrofishing surveys within the burn anually 2) Produce a report summarizing the results,1,https://www.speycatchment.org/projects/,,SFB,,0,500,No,0,Unfunded,Within 3 Years,Spey,Fairly Confident,500,Unfunded,No,Yes,No,,500,500,500
2394,N,Maintain dialogue and understanding of fish health issues with salmon farmers,2,Scot Gov sea lice figures and fish health data,,WRFT and fish farm company,fish farm,0,0,,500,Unfunded,Within 1 Year,Wester Ross,Fairly Confident,500,Unfunded,No,No,Yes,,500,500,500
2403,N,Maintain dialogue and understanding of fish health issues with salmon farmers,2,Scot Gov sea lice figures and fish health data,,WRFT,fish farm,0,0,,500,Unfunded,Within 1 Year,Wester Ross,Estimate,500,Unfunded,No,No,Yes,,500,500,500
2405,L,Review status of wild salmon within WRFT area every 2 years following SFCC and NEPS protocols,4,WRFT Fish survey reports for previous years on WRFT website,,WRFT,estates,0,0,,500,Unfunded,Within 1 Year,Wester Ross,Estimate,500,Unfunded,No,No,Yes,,500,500,500
2429,N,Work with NTS Inverewe Gardens and local marine wildlife enthusiasts,2,,,NTS or Loch EWE SAS,WRFT and local volunteers,0,500,Yes,500,Partially Funded,Within 1 Year,Wester Ross,Estimate,500,Funded,No,Yes,Yes,,1000,1000,1000
2433,N,Develop plan for improving habitats for wild fish populations and other wildlife. Student project?,3,,,Buglife,"Aultbea community citizen-science group, WRFT, estates",0,500,,0,Unfunded,,Wester Ross,Estimate,500,Unfunded,No,Yes,No,,500,500,500
2450,L,Review status of wild salmon within WRFT area every 2 years following SFCC and NEPS protocols,4,WRFT Fish survey reports for previous years on WRFT website,,WRFT,estates,0,0,,500,Unfunded,Within 1 Year,Wester Ross,Estimate,500,Unfunded,No,No,Yes,,500,500,500
2464,N,Added to wish list based on local interest and some previous exploring.,2,,,Maerl Friends of Loch Torridon?,"Local farmer and estate, marine wildlife enthusiasts, fishermen",0,500,,500,Unfunded,Within 2 Years,Wester Ross,Estimate,500,Unfunded,No,Yes,Yes,,1000,1000,1000
7393,B,Fish Pass Installed 2018,1,,,Ayrshire Rivers Trust,"SEPA, Local Authority",,,Yes,500,Funding Secured,,Irvine and Garnock,Very Confident,500,Funded,No,No,Yes,,500,500,500
